Survey,Haul,Latitude,Longitude,DateTime,Length (mm),Weight (g),Age,Maturity,MaturityTable,Sex_index
198902,11,57.8895,-154.00633,3/18/1989 9:00,360,347,4,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,360,350,4,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,360,352,5,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,370,328,5,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,370,357,4,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,370,385,4,3,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,370,391,4,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,370,398,4,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,370,409,5,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,370,424,4,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,380,397,4,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,380,398,4,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,390,417,5,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,400,455,5,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,410,477,5,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,420,545,4,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,420,556,4,2,3,1
198902,11,57.8895,-154.00633,3/18/1989 9:00,310,209,3,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,310,209,3,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,320,228,3,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,320,232,3,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,320,232,3,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,320,236,3,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,320,244,3,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,320,253,3,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,320,259,3,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,330,263,3,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,340,286,3,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,340,293,3,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,340,315,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,340,323,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,350,305,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,350,315,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,350,316,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,350,332,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,350,333,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,360,301,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,360,313,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,360,340,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,360,350,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,360,351,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,360,352,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,360,366,5,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,380,376,,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,380,391,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,380,395,5,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,380,406,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,380,407,5,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,380,418,5,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,380,465,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,380,475,5,3,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,390,396,5,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,390,440,5,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,400,450,5,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,400,452,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,410,515,4,2,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,420,553,6,3,3,2
198902,11,57.8895,-154.00633,3/18/1989 9:00,430,546,5,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,230,76,2,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,290,177,3,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,300,186,3,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,300,199,3,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,320,230,3,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,340,245,3,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,340,289,5,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,340,304,5,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,340,327,5,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,350,316,5,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,350,349,4,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,350,353,4,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,360,321,4,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,360,338,5,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,360,351,5,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,360,370,5,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,360,376,5,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,360,413,5,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,360,418,6,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,354,4,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,359,4,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,360,5,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,371,5,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,395,5,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,408,4,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,459,6,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,380,441,5,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,380,482,4,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,390,375,4,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,390,415,4,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,390,416,5,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,390,493,4,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,400,500,5,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,400,527,4,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,410,603,6,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,460,617,6,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,460,828,7,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,510,829,11,4,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,220,83,2,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,230,84,2,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,310,235,3,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,320,210,3,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,330,267,3,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,330,267,3,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,340,279,3,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,340,318,5,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,350,308,3,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,350,311,5,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,350,335,4,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,350,349,4,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,360,326,4,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,360,337,4,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,360,339,5,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,360,381,4,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,324,4,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,351,5,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,359,4,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,361,5,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,368,4,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,387,4,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,370,424,4,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,380,377,4,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,380,378,5,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,380,425,5,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,390,410,4,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,390,447,5,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,390,476,5,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,400,482,4,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,410,466,5,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,410,475,4,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,420,562,5,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,420,599,5,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,440,571,5,2,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,440,700,5,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,440,709,5,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,440,738,5,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,440,773,5,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,460,870,6,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,470,839,6,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,480,974,6,3,3,2
198902,12,58.01117,-154.29917,3/18/1989 12:00,320,248,3,2,3,1
198902,12,58.01117,-154.29917,3/18/1989 12:00,220,76,2,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,300,198,2,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,310,223,3,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,310,224,3,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,320,198,3,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,320,243,3,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,340,282,3,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,360,342,4,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,360,345,4,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,360,356,4,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,370,364,4,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,370,373,4,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,370,388,4,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,370,396,5,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,370,406,5,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,370,422,5,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,380,400,4,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,380,407,5,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,380,425,4,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,390,400,4,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,390,451,5,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,390,461,4,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,390,492,4,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,400,417,5,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,400,438,5,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,400,464,4,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,400,488,4,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,400,500,4,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,400,500,4,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,400,565,4,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,410,486,4,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,410,511,4,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,410,543,5,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,410,549,5,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,410,553,5,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,420,482,4,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,420,498,5,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,420,545,5,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,420,668,6,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,430,526,6,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,430,578,7,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,430,592,6,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,430,627,5,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,440,542,5,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,440,576,4,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,440,593,5,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,440,598,5,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,440,734,4,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,450,654,6,2,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,450,693,5,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,500,916,,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,540,975,8,4,3,1
198902,13,57.91917,-154.61267,3/18/1989 15:00,280,154,2,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,320,226,3,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,320,244,3,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,330,249,3,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,360,345,4,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,370,365,4,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,380,376,4,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,380,404,5,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,380,420,5,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,380,444,4,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,380,447,5,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,380,449,5,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,390,421,4,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,390,431,5,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,390,453,4,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,390,456,5,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,390,465,5,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,390,467,5,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,390,475,5,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,390,501,4,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,400,436,4,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,400,443,4,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,400,450,5,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,400,454,4,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,400,479,4,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,400,479,5,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,410,479,5,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,410,511,4,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,410,525,5,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,410,545,5,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,410,557,4,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,410,620,4,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,420,500,5,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,420,514,4,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,420,523,4,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,420,537,5,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,420,549,5,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,420,577,4,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,420,601,6,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,430,519,5,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,430,540,4,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,430,590,5,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,440,686,5,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,450,647,5,2,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,450,700,,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,450,753,5,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,470,874,7,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,520,1261,7,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,370,398,4,3,3,2
198902,13,57.91917,-154.61267,3/18/1989 15:00,420,603,4,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,410,478,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,410,499,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,410,543,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,410,588,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,420,508,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,420,538,5,2,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,420,565,6,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,420,683,6,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,430,620,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,440,662,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,450,680,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,450,723,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,450,727,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,450,754,7,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,470,858,6,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,490,790,11,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,500,963,6,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,500,1021,6,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,500,1030,7,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,520,1048,11,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,530,1158,9,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,300,183,3,2,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,330,263,4,2,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,330,304,4,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,350,276,4,2,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,350,377,4,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,360,380,5,2,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,360,391,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,380,395,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,390,401,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,390,450,4,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,390,473,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,390,500,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,459,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,463,5,2,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,479,6,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,526,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,531,4,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,410,543,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,410,567,4,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,410,580,6,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,420,541,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,420,572,4,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,430,625,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,430,628,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,430,637,4,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,440,685,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,440,707,6,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,440,727,5,2,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,450,625,6,5,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,450,679,5,2,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,450,731,6,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,460,737,7,5,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,460,813,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,470,712,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,470,809,7,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,470,828,7,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,470,940,4,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,480,997,6,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,490,1135,7,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,500,1067,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,520,1111,7,2,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,520,1113,7,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,520,1298,7,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,520,1311,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,530,1273,5,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,540,1257,7,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,540,1384,6,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,560,1493,6,3,3,2
198902,16,58.24667,-153.93517,3/19/1989 11:00,290,157,3,2,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,310,230,3,2,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,350,322,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,350,323,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,350,357,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,360,331,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,360,335,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,360,358,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,360,371,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,360,380,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,370,383,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,370,401,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,380,375,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,380,378,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,380,413,6,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,380,415,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,380,418,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,380,425,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,380,432,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,390,446,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,390,453,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,390,460,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,390,465,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,457,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,459,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,464,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,486,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,496,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,505,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,516,4,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,521,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,528,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,400,537,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,360,378,5,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,480,848,7,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,530,1162,7,4,3,1
198902,16,58.24667,-153.93517,3/19/1989 11:00,500,1090,6,3,3,2
198902,17,55.173,-156.61383,3/24/1989 4:00,400,469,6,2,3,1
198902,17,55.173,-156.61383,3/24/1989 4:00,410,461,6,4,3,1
198902,17,55.173,-156.61383,3/24/1989 4:00,410,488,5,4,3,1
198902,17,55.173,-156.61383,3/24/1989 4:00,410,505,7,4,3,1
198902,17,55.173,-156.61383,3/24/1989 4:00,420,461,5,2,3,1
198902,17,55.173,-156.61383,3/24/1989 4:00,430,530,7,4,3,1
198902,17,55.173,-156.61383,3/24/1989 4:00,430,554,5,2,3,1
198902,17,55.173,-156.61383,3/24/1989 4:00,440,505,6,4,3,1
198902,17,55.173,-156.61383,3/24/1989 4:00,440,546,4,4,3,1
198902,17,55.173,-156.61383,3/24/1989 4:00,440,609,5,4,3,1
