"model","year","warming"
"CanESM5-CanOE",2067,4.78018946808913
"CanESM5-CanOE",2068,4.86252359546721
"CanESM5-CanOE",2069,4.94511989026039
"CanESM5-CanOE",2070,5.02796745017716
"CanESM5-CanOE",2071,5.11105555942271
"CanESM5-CanOE",2072,5.19437365597901
"CanESM5-CanOE",2073,5.27791130084963
"CanESM5-CanOE",2074,5.36165814997884
"CanESM5-CanOE",2075,5.44560392951113
"CanESM5-CanOE",2076,5.5297384150046
"CanESM5-CanOE",2077,5.61405141515162
"CanESM5-CanOE",2078,5.69853276049417
"CanESM5-CanOE",2079,5.78317229754903
"CanESM5-CanOE",2080,5.86795988868187
"CanESM5-CanOE",2081,5.95288541799029
"CanESM5-CanOE",2082,6.03793880337417
"CanESM5-CanOE",2083,6.12311001489099
"CanESM5-CanOE",2084,6.20838909941163
"CanESM5-CanOE",2085,6.29376621151432
"CanESM5-CanOE",2086,6.37923165047832
"CanESM5-CanOE",2087,6.46477590316746
"CanESM5-CanOE",2088,6.55038969252946
"CanESM5-CanOE",2089,6.63606403137719
"CanESM5-CanOE",2090,6.72179028106851
"CanESM5-CanOE",2091,6.80756021465913
"CanESM5-CanOE",2092,6.89336608407177
"CanESM5-CanOE",2093,6.97920069080285
"CanESM5-CanOE",2094,7.06505745967973
"CanESM5-CanOE",2095,7.15093051518155
"CanESM5-CanOE",2096,7.23681475985356
"CanESM5-CanOE",2097,7.32270595437056
"CanESM5-CanOE",2098,7.40860079884632
"CanESM5-CanOE",2099,7.49449701503962
"CanESM5",1850,-0.283436572256846
"CanESM5",1851,-0.266431889984875
"CanESM5",1852,-0.249440513416892
"CanESM5",1853,-0.232484121020763
"CanESM5",1854,-0.215593428983899
"CanESM5",1855,-0.19880694775086
"CanESM5",1856,-0.182169763764028
"CanESM5",1857,-0.16573234910333
"CanESM5",1858,-0.149549402190994
"CanESM5",1859,-0.133678723097606
"CanESM5",1860,-0.118180127267778
"CanESM5",1861,-0.103114401673822
"CanESM5",1862,-0.0885423075106814
"CanESM5",1863,-0.0745236335678959
"CanESM5",1864,-0.0611163043566334
"CanESM5",1865,-0.0483755469396639
"CanESM5",1866,-0.0363531202106076
"CanESM5",1867,-0.0250966101028862
"CanESM5",1868,-0.0146487938839467
"CanESM5",1869,-0.00504707631129797
"CanESM5",1870,0.00367700000047672
"CanESM5",1871,0.0114981681204293
"CanESM5",1872,0.0183977728725936
"CanESM5",1873,0.0243640285935182
"CanESM5",1874,0.0293921982862357
"CanESM5",1875,0.0334846944513422
"CanESM5",1876,0.0366511024544268
"CanESM5",1877,0.0389081278713335
"CanESM5",1878,0.04027946982823
"CanESM5",1879,0.0407956229206575
"CanESM5",1880,0.0404936108438845
"CanESM5",1881,0.0394166553936699
"CanESM5",1882,0.0376137849939473
"CanESM5",1883,0.035139387371866
"CanESM5",1884,0.0320527114261539
"CanESM5",1885,0.0284173237167623
"CanESM5",1886,0.0243005253396032
"CanESM5",1887,0.0197727352344032
"CanESM5",1888,0.0149068462065126
"CanESM5",1889,0.00977756011858359
"CanESM5",1890,0.00446070882713298
"CanESM5",1891,-0.000967432500495454
"CanESM5",1892,-0.00643083305238888
"CanESM5",1893,-0.0118543884433868
"CanESM5",1894,-0.017164590729362
"CanESM5",1895,-0.0222901800761843
"CanESM5",1896,-0.0271627720247208
"CanESM5",1897,-0.0317174545752442
"CanESM5",1898,-0.0358933496477862
"CanESM5",1899,-0.0396341338554327
"CanESM5",1900,-0.042888513950287
"CanESM5",1901,-0.0456106527651679
"CanESM5",1902,-0.0477605419714185
"CanESM5",1903,-0.0493043185005112
"CanESM5",1904,-0.050214522029284
"CanESM5",1905,-0.0504702915006141
"CanESM5",1906,-0.0500574992365228
"CanESM5",1907,-0.0489688217955968
"CanESM5",1908,-0.0472037473227706
"CanESM5",1909,-0.0447685197343649
"CanESM5",1910,-0.0416760206666488
"CanESM5",1911,-0.0379455906884427
"CanESM5",1912,-0.0336027918310192
"CanESM5",1913,-0.0286791140173735
"CanESM5",1914,-0.0232116284728262
"CanESM5",1915,-0.0172425916650642
"CanESM5",1916,-0.0108190037511285
"CanESM5",1917,-0.00399212589581019
"CanESM5",1918,0.00318303883061969
"CanESM5",1919,0.0106482959716939
"CanESM5",1920,0.018342836371893
"CanESM5",1921,0.0262038335879269
"CanESM5",1922,0.0341670564393622
"CanESM5",1923,0.042167491026092
"CanESM5",1924,0.0501399665071366
"CanESM5",1925,0.0580197789555292
"CanESM5",1926,0.0657433076777121
"CanESM5",1927,0.0732486185114786
"CanESM5",1928,0.0804760487921177
"CanESM5",1929,0.0873687688998489
"CanESM5",1930,0.0938733155707516
"CanESM5",1931,0.0999400924640323
"CanESM5",1932,0.10552383382863
"CanESM5",1933,0.110584027496558
"CanESM5",1934,0.115085293846259
"CanESM5",1935,0.118997717821304
"CanESM5",1936,0.12229713155386
"CanESM5",1937,0.124965345624071
"CanESM5",1938,0.126990327480092
"CanESM5",1939,0.128366326045244
"CanESM5",1940,0.129093942042924
"CanESM5",1941,0.129180144071776
"CanESM5",1942,0.128638230958651
"CanESM5",1943,0.127487741400387
"CanESM5",1944,0.125754312372435
"CanESM5",1945,0.12346948822923
"CanESM5",1946,0.120670482843758
"CanESM5",1947,0.117399897527649
"CanESM5",1948,0.113705397836232
"CanESM5",1949,0.109639352690722
"CanESM5",1950,0.10525843954066
"CanESM5",1951,0.100623219541399
"CanESM5",1952,0.0957976869307189
"CanESM5",1953,0.0908487969567857
"CanESM5",1954,0.0858459768324529
"CanESM5",1955,0.0808606242709203
"CanESM5",1956,0.0759655981922866
"CanESM5",1957,0.0712347061821598
"CanESM5",1958,0.0667421932312477
"CanESM5",1959,0.062562236191218
"CanESM5",1960,0.0587684482478472
"CanESM5",1961,0.0554333975402638
"CanESM5",1962,0.0526281438465694
"CanESM5",1963,0.0504217970145538
"CanESM5",1964,0.048881100544176
"CanESM5",1965,0.0480700434292798
"CanESM5",1966,0.0480495030431636
"CanESM5",1967,0.0488769215093432
"CanESM5",1968,0.0506060176396283
"CanESM5",1969,0.0532865361492169
"CanESM5",1970,0.056964035477946
"CanESM5",1971,0.0616797151610972
"CanESM5",1972,0.0674702833066682
"CanESM5",1973,0.0743678643524781
"CanESM5",1974,0.0823999468994079
"CanESM5",1975,0.0915893710503786
"CanESM5",1976,0.101954354331459
"CanESM5",1977,0.113508554935345
"CanESM5",1978,0.126261170710724
"CanESM5",1979,0.140217072027279
"CanESM5",1980,0.155376966376901
"CanESM5",1981,0.171737592329809
"CanESM5",1982,0.189291940251165
"CanESM5",1983,0.20802949700105
"CanESM5",1984,0.227936511689479
"CanESM5",1985,0.248996279439103
"CanESM5",1986,0.271189440021988
"CanESM5",1987,0.294494288183532
"CanESM5",1988,0.318887092445421
"CanESM5",1989,0.344342419190778
"CanESM5",1990,0.370833458876689
"CanESM5",1991,0.398332351291093
"CanESM5",1992,0.426810506871728
"CanESM5",1993,0.456238921231313
"CanESM5",1994,0.486588480185174
"CanESM5",1995,0.517830252751257
"CanESM5",1996,0.549935769786917
"CanESM5",1997,0.582877286138135
"CanESM5",1998,0.61662802440396
"CanESM5",1999,0.651162398657085
"CanESM5",2000,0.686456216710086
"CanESM5",2001,0.722486859771082
"CanESM5",2002,0.759233438591122
"CanESM5",2003,0.796676925464668
"CanESM5",2004,0.834800261701965
"CanESM5",2005,0.873588440445123
"CanESM5",2006,0.913028564945459
"CanESM5",2007,0.953109882656586
"CanESM5",2008,0.99382379572242
"CanESM5",2009,1.03516384865116
"CanESM5",2010,1.0771256941622
"CanESM5",2011,1.11970703837196
"CanESM5",2012,1.16290756664593
"CanESM5",2013,1.20672885158498
"CanESM5",2014,1.25117424473565
"CanESM5",2015,1.29624875371367
"CanESM5",2016,1.34195890650951
"CanESM5",2017,1.3883126048013
"CanESM5",2018,1.43531896813756
"CanESM5",2019,1.48298817086645
"CanESM5",2020,1.53133127368388
"CanESM5",2021,1.58036005164764
"CanESM5",2022,1.63008682046173
"CanESM5",2023,1.68052426277465
"CanESM5",2024,1.73168525615839
"CanESM5",2025,1.78358270434439
"CanESM5",2026,1.83622937318804
"CanESM5",2027,1.88963773271866
"CanESM5",2028,1.9438198065067
"CanESM5",2029,1.99878702944772
"CanESM5",2030,2.05455011492463
"CanESM5",2031,2.11111893216752
"CanESM5",2032,2.16850239448595
"CanESM5",2033,2.22670835890475
"CanESM5",2034,2.28574353759018
"CanESM5",2035,2.34561342131465
"CanESM5",2036,2.40632221507138
"CanESM5",2037,2.46787278582201
"CanESM5",2038,2.53026662223759
"CanESM5",2039,2.59350380617993
"CanESM5",2040,2.65758299556654
"CanESM5",2041,2.72250141816776
"CanESM5",2042,2.78825487580337
"CanESM5",2043,2.85483775833303
"CanESM5",2044,2.92224306677718
"CanESM5",2045,2.99046244485611
"CanESM5",2046,3.05948621820052
"CanESM5",2047,3.12930344046245
"CanESM5",2048,3.19990194554376
"CanESM5",2049,3.27126840515738
"CanESM5",2050,3.34338839094609
"CanESM5",2051,3.41624644040191
"CanESM5",2052,3.48982612585648
"CanESM5",2053,3.56411012584792
"CanESM5",2054,3.6390802982113
"CanESM5",2055,3.71471775428791
"CanESM5",2056,3.79100293369952
"CanESM5",2057,3.8679156791901
"CanESM5",2058,3.94543531109463
"CanESM5",2059,4.0235407010531
"CanESM5",2060,4.10221034464671
"CanESM5",2061,4.18142243269023
"CanESM5",2062,4.26115492096964
"CanESM5",2063,4.34138559826671
"CanESM5",2064,4.42209215255882
"CanESM5",2065,4.50325223532727
"CanESM5",2066,4.58484352394277
"CanESM5",2067,4.6668437821302
"CanESM5",2068,4.74923091853904
"CanESM5",2069,4.83198304346365
"CanESM5",2070,4.91507852377017
"CanESM5",2071,4.9984960360899
"CanESM5",2072,5.08221461833711
"CanESM5",2073,5.16621371959967
"CanESM5",2074,5.25047324843493
"CanESM5",2075,5.33497361958197
"CanESM5",2076,5.41969579907353
"CanESM5",2077,5.50462134769952
"CanESM5",2078,5.58973246273755
"CanESM5",2079,5.67501201782648
"CanESM5",2080,5.76044360081758
"CanESM5",2081,5.84601154939401
"CanESM5",2082,5.9317009842052
"CanESM5",2083,6.01749783921987
"CanESM5",2084,6.10338888895744
"CanESM5",2085,6.18936177221807
"CanESM5",2086,6.27540501189458
"CanESM5",2087,6.36150803041392
"CanESM5",2088,6.44766116032952
"CanESM5",2089,6.53385564956004
"CanESM5",2090,6.62008366075311
"CanESM5",2091,6.70633826424117
"CanESM5",2092,6.7926134240524
"CanESM5",2093,6.87890397644146
"CanESM5",2094,6.96520560041577
"CanESM5",2095,7.05151477974994
"CanESM5",2096,7.13782875600601
"CanESM5",2097,7.22414547210952
"CanESM5",2098,7.31046350606989
"CanESM5",2099,7.39678199448029
"CESM2-WACCM",1850,0.0226495628712304
"CESM2-WACCM",1851,0.0258979368953394
"CESM2-WACCM",1852,0.0291368070998576
"CESM2-WACCM",1853,0.0323507673614805
"CESM2-WACCM",1854,0.0355181181692361
"CESM2-WACCM",1855,0.0386118374031354
"CESM2-WACCM",1856,0.0416005295121739
"CESM2-WACCM",1857,0.0444493508881172
"CESM2-WACCM",1858,0.0471209088467392
"CESM2-WACCM",1859,0.0495761313244494
"CESM2-WACCM",1860,0.0517751041686684
"CESM2-WACCM",1861,0.0536778727447142
"CESM2-WACCM",1862,0.055245204497939
"CESM2-WACCM",1863,0.0564393090913946
"CESM2-WACCM",1864,0.0572245127887642
"CESM2-WACCM",1865,0.0575678838585453
"CESM2-WACCM",1866,0.0574398059425655
"CESM2-WACCM",1867,0.056814496549803
"CESM2-WACCM",1868,0.0556704681038172
"CESM2-WACCM",1869,0.0539909292837585
"CESM2-WACCM",1870,0.0517641247503027
"CESM2-WACCM",1871,0.048983611732997
"CESM2-WACCM",1872,0.0456484723711312
"CESM2-WACCM",1873,0.041763461139615
"CESM2-WACCM",1874,0.037339087150136
"CESM2-WACCM",1875,0.0323916315903891
"CESM2-WACCM",1876,0.0269431010446144
"CESM2-WACCM",1877,0.0210211179237816
"CESM2-WACCM",1878,0.0146587497145596
"CESM2-WACCM",1879,0.00789427923243918
"CESM2-WACCM",1880,0.000770918525779348
"CESM2-WACCM",1881,-0.00666353047555476
"CESM2-WACCM",1882,-0.0143570650497382
"CESM2-WACCM",1883,-0.0222539165948548
"CESM2-WACCM",1884,-0.0302950270786563
"CESM2-WACCM",1885,-0.0384185624072224
"CESM2-WACCM",1886,-0.0465604577952591
"CESM2-WACCM",1887,-0.054654989963561
"CESM2-WACCM",1888,-0.0626353707728891
"CESM2-WACCM",1889,-0.070434356734173
"CESM2-WACCM",1890,-0.0779848687105183
"CESM2-WACCM",1891,-0.0852206160504719
"CESM2-WACCM",1892,-0.0920767193646493
"CESM2-WACCM",1893,-0.09849032618032
"CESM2-WACCM",1894,-0.104401213778825
"CESM2-WACCM",1895,-0.109752373640493
"CESM2-WACCM",1896,-0.114490572089304
"CESM2-WACCM",1897,-0.118566881942497
"CESM2-WACCM",1898,-0.121937180228381
"CESM2-WACCM",1899,-0.124562607336317
"CESM2-WACCM",1900,-0.126409983301532
"CESM2-WACCM",1901,-0.127452177304841
"CESM2-WACCM",1902,-0.127668426877009
"CESM2-WACCM",1903,-0.127044603736761
"CESM2-WACCM",1904,-0.12557342365776
"CESM2-WACCM",1905,-0.123254598247384
"CESM2-WACCM",1906,-0.120094927025003
"CESM2-WACCM",1907,-0.11610832870713
"CESM2-WACCM",1908,-0.111315811133156
"CESM2-WACCM",1909,-0.105745379797768
"CESM2-WACCM",1910,-0.0994318854870825
"CESM2-WACCM",1911,-0.0924168120417983
"CESM2-WACCM",1912,-0.0847480057874017
"CESM2-WACCM",1913,-0.0764793486740595
"CESM2-WACCM",1914,-0.0676703776533523
"CESM2-WACCM",1915,-0.0583858532808749
"CESM2-WACCM",1916,-0.0486952809694684
"CESM2-WACCM",1917,-0.0386723887233655
"CESM2-WACCM",1918,-0.0283945655553772
"CESM2-WACCM",1919,-0.0179422651254988
"CESM2-WACCM",1920,-0.0073983794347511
"CESM2-WACCM",1921,0.00315241233700115
"CESM2-WACCM",1922,0.0136243145499422
"CESM2-WACCM",1923,0.0239310999153737
"CESM2-WACCM",1924,0.0339868028161059
"CESM2-WACCM",1925,0.0437064154823945
"CESM2-WACCM",1926,0.0530065813464541
"CESM2-WACCM",1927,0.0618062799242282
"CESM2-WACCM",1928,0.0700274976454365
"CESM2-WACCM",1929,0.0775958791725448
"CESM2-WACCM",1930,0.0844413539146723
"CESM2-WACCM",1931,0.0904987326511222
"CESM2-WACCM",1932,0.095708269430814
"CESM2-WACCM",1933,0.100016184204238
"CESM2-WACCM",1934,0.103375141972822
"CESM2-WACCM",1935,0.10574468460205
"CESM2-WACCM",1936,0.107091611837708
"CESM2-WACCM",1937,0.107390308484664
"CESM2-WACCM",1938,0.106623015151058
"CESM2-WACCM",1939,0.104780040424582
"CESM2-WACCM",1940,0.101859912826693
"CESM2-WACCM",1941,0.0978694713813621
"CESM2-WACCM",1942,0.0928238941334041
"CESM2-WACCM",1943,0.0867466644528872
"CESM2-WACCM",1944,0.0796694754626004
"CESM2-WACCM",1945,0.0716320734205823
"CESM2-WACCM",1946,0.062682041375859
"CESM2-WACCM",1947,0.0528745248875726
"CESM2-WACCM",1948,0.0422719020533566
"CESM2-WACCM",1949,0.0309434005266299
"CESM2-WACCM",1950,0.0189646646124212
"CESM2-WACCM",1951,0.00641727591393496
"CESM2-WACCM",1952,-0.00661176864732919
"CESM2-WACCM",1953,-0.0200306172960143
"CESM2-WACCM",1954,-0.033743157928442
"CESM2-WACCM",1955,-0.0476496420306648
"CESM2-WACCM",1956,-0.0616473331160095
"CESM2-WACCM",1957,-0.0756311746447451
"CESM2-WACCM",1958,-0.0894944722667572
"CESM2-WACCM",1959,-0.103129585148597
"CESM2-WACCM",1960,-0.116428621110105
"CESM2-WACCM",1961,-0.129284130302018
"CESM2-WACCM",1962,-0.141589792205155
"CESM2-WACCM",1963,-0.153241090822266
"CESM2-WACCM",1964,-0.164135973064752
"CESM2-WACCM",1965,-0.174175485506768
"CESM2-WACCM",1966,-0.183264384886632
"CESM2-WACCM",1967,-0.191311717978443
"CESM2-WACCM",1968,-0.198231366732234
"CESM2-WACCM",1969,-0.20394255488726
"CESM2-WACCM",1970,-0.208370312596296
"CESM2-WACCM",1971,-0.211445895956978
"CESM2-WACCM",1972,-0.213107158725403
"CESM2-WACCM",1973,-0.213298873884438
"CESM2-WACCM",1974,-0.211973003151048
"CESM2-WACCM",1975,-0.209088912929545
"CESM2-WACCM",1976,-0.204613535648091
"CESM2-WACCM",1977,-0.198521475849432
"CESM2-WACCM",1978,-0.190795060841499
"CESM2-WACCM",1979,-0.181424336144083
"CESM2-WACCM",1980,-0.170407006392253
"CESM2-WACCM",1981,-0.157748322771011
"CESM2-WACCM",1982,-0.143460918456446
"CESM2-WACCM",1983,-0.127564593922755
"CESM2-WACCM",1984,-0.110086054339253
"CESM2-WACCM",1985,-0.0910586016241735
"CESM2-WACCM",1986,-0.0705217840400674
"CESM2-WACCM",1987,-0.0485210065067287
"CESM2-WACCM",1988,-0.0251071050699255
"CESM2-WACCM",1989,-0.000335889195746256
"CESM2-WACCM",1990,0.0257323442400255
"CESM2-WACCM",1991,0.0530333212317695
"CESM2-WACCM",1992,0.0814993210255299
"CESM2-WACCM",1993,0.111059722336867
"CESM2-WACCM",1994,0.14164156107788
"CESM2-WACCM",1995,0.173170095238706
"CESM2-WACCM",1996,0.205569372576697
"CESM2-WACCM",1997,0.238762796807945
"CESM2-WACCM",1998,0.272673688071548
"CESM2-WACCM",1999,0.307225833543975
"CESM2-WACCM",2000,0.342344024219882
"CESM2-WACCM",2001,0.377954574043292
"CESM2-WACCM",2002,0.413985817768599
"CESM2-WACCM",2003,0.450368584151995
"CESM2-WACCM",2004,0.487036641318267
"CESM2-WACCM",2005,0.523927111413679
"CESM2-WACCM",2006,0.560980851939617
"CESM2-WACCM",2007,0.598142801462399
"CESM2-WACCM",2008,0.63536228770778
"CESM2-WACCM",2009,0.672593296373719
"CESM2-WACCM",2010,0.709794699326746
"CESM2-WACCM",2011,0.746930441184718
"CESM2-WACCM",2012,0.783969683629014
"CESM2-WACCM",2013,0.820886907127502
"CESM2-WACCM",2014,0.857661970087025
"CESM2-WACCM",2015,0.894280125783094
"CESM2-WACCM",2016,0.93073199773803
"CESM2-WACCM",2017,0.967013514528576
"CESM2-WACCM",2018,1.00312580530359
"CESM2-WACCM",2019,1.03907505757417
"CESM2-WACCM",2020,1.07487233910541
"CESM2-WACCM",2021,1.11053338598466
"CESM2-WACCM",2022,1.14607835916787
"CESM2-WACCM",2023,1.18153157200909
"CESM2-WACCM",2024,1.21692119145856
"CESM2-WACCM",2025,1.25227891577095
"CESM2-WACCM",2026,1.28763963169582
"CESM2-WACCM",2027,1.32304105422763
"CESM2-WACCM",2028,1.35852335207059
"CESM2-WACCM",2029,1.39412876202644
"CESM2-WACCM",2030,1.42990119553884
"CESM2-WACCM",2031,1.46588584062766
"CESM2-WACCM",2032,1.50212876242062
"CESM2-WACCM",2033,1.53867650543912
"CESM2-WACCM",2034,1.57557570071909
"CESM2-WACCM",2035,1.61287268075099
"CESM2-WACCM",2036,1.6506131051014
"CESM2-WACCM",2037,1.68884159943887
"CESM2-WACCM",2038,1.72760141052687
"CESM2-WACCM",2039,1.76693407956857
"CESM2-WACCM",2040,1.80687913609628
"CESM2-WACCM",2041,1.84747381438994
"CESM2-WACCM",2042,1.8887527941913
"CESM2-WACCM",2043,1.93074796724967
"CESM2-WACCM",2044,1.97348823099939
"CESM2-WACCM",2045,2.01699931042411
"CESM2-WACCM",2046,2.06130360891664
"CESM2-WACCM",2047,2.10642008869294
"CESM2-WACCM",2048,2.15236418106991
"CESM2-WACCM",2049,2.19914772666834
"CESM2-WACCM",2050,2.24677894535988
"CESM2-WACCM",2051,2.29526243553833
"CESM2-WACCM",2052,2.34459920206588
"CESM2-WACCM",2053,2.39478671202416
"CESM2-WACCM",2054,2.44581897718961
"CESM2-WACCM",2055,2.4976866619562
"CESM2-WACCM",2056,2.55037721524355
"CESM2-WACCM",2057,2.60387502476091
"CESM2-WACCM",2058,2.65816159184427
"CESM2-WACCM",2059,2.71321572494831
"CESM2-WACCM",2060,2.76901374975762
"CESM2-WACCM",2061,2.82552973378157
"CESM2-WACCM",2062,2.88273572321747
"CESM2-WACCM",2063,2.94060198980583
"CESM2-WACCM",2064,2.99909728535856
"CESM2-WACCM",2065,3.05818910162085
"CESM2-WACCM",2066,3.11784393312202
"CESM2-WACCM",2067,3.17802754068868
"CESM2-WACCM",2068,3.23870521332668
"CESM2-WACCM",2069,3.2998420262308
"CESM2-WACCM",2070,3.36140309275052
"CESM2-WACCM",2071,3.42335380822548
"CESM2-WACCM",2072,3.48566008370452
"CESM2-WACCM",2073,3.54828856767689
"CESM2-WACCM",2074,3.6112068540709
"CESM2-WACCM",2075,3.67438367491406
"CESM2-WACCM",2076,3.73778907619604
"CESM2-WACCM",2077,3.80139457563328
"CESM2-WACCM",2078,3.86517330119562
"CESM2-WACCM",2079,3.92910010942399
"CESM2-WACCM",2080,3.9931516827391
"CESM2-WACCM",2081,4.05730660511237
"CESM2-WACCM",2082,4.12154541564268
"CESM2-WACCM",2083,4.1858506397521
"CESM2-WACCM",2084,4.25020679787713
"CESM2-WACCM",2085,4.31460039169252
"CESM2-WACCM",2086,4.37901986805458
"CESM2-WACCM",2087,4.44345556099071
"CESM2-WACCM",2088,4.50789961219366
"CESM2-WACCM",2089,4.57234587059125
"CESM2-WACCM",2090,4.63678977166473
"CESM2-WACCM",2091,4.70122819727098
"CESM2-WACCM",2092,4.76565931678901
"CESM2-WACCM",2093,4.83008241045388
"CESM2-WACCM",2094,4.8944976757651
"CESM2-WACCM",2095,4.95890601785329
"CESM2-WACCM",2096,5.02330882466469
"CESM2-WACCM",2097,5.08770772776923
"CESM2-WACCM",2098,5.15210434951821
"CESM2-WACCM",2099,5.21650003716922
"CESM2",1850,-0.200861748682719
"CESM2",1851,-0.18287024105047
"CESM2",1852,-0.16489823539398
"CESM2",1853,-0.146977474198003
"CESM2",1854,-0.129152874051201
"CESM2",1855,-0.111480654140119
"CESM2",1856,-0.0940264954518067
"CESM2",1857,-0.0768637357559107
"CESM2",1858,-0.0600716062940351
"CESM2",1859,-0.0437335167769681
"CESM2",1860,-0.0279353958017521
"CESM2",1861,-0.0127640941414686
"CESM2",1862,0.001694141456629
"CESM2",1863,0.0153551162969339
"CESM2",1864,0.0281380500364171
"CESM2",1865,0.0399668459630338
"CESM2",1866,0.0507712603388108
"CESM2",1867,0.060487965397761
"CESM2",1868,0.0690615002011933
"CESM2",1869,0.0764451042646958
"CESM2",1870,0.082601429671848
"CESM2",1871,0.0875031282632314
"CESM2",1872,0.0911333114295638
"CESM2",1873,0.0934858810268988
"CESM2",1874,0.094565730960107
"CESM2",1875,0.0943888200352044
"CESM2",1876,0.0929821177446917
"CESM2",1877,0.0903834257192443
"CESM2",1878,0.086641078628234
"CESM2",1879,0.0818135293424262
"CESM2",1880,0.0759688241608306
"CESM2",1881,0.0691839748481197
"CESM2",1882,0.0615442351119606
"CESM2",1883,0.0531422899665425
"CESM2",1884,0.0440773671659142
"CESM2",1885,0.0344542805432996
"CESM2",1886,0.0243824156534573
"CESM2",1887,0.0139746685748502
"CESM2",1888,0.00334634908729178
"CESM2",1889,-0.00738594031036531
"CESM2",1890,-0.0181054379382852
"CESM2",1891,-0.0286963573963515
"CESM2",1892,-0.0390450113988332
"CESM2",1893,-0.0490409136293476
"CESM2",1894,-0.058577847566006
"CESM2",1895,-0.0675548916354352
"CESM2",1896,-0.0758773905663264
"CESM2",1897,-0.0834578634183081
"CESM2",1898,-0.0902168394593829
"CESM2",1899,-0.0960836138429468
"CESM2",1900,-0.100996915888203
"CESM2",1901,-0.10490548368563
"CESM2",1902,-0.107768539723349
"CESM2",1903,-0.109556163249363
"CESM2",1904,-0.110249556139784
"CESM2",1905,-0.109841200122711
"CESM2",1906,-0.108334904300298
"CESM2",1907,-0.105745743007429
"CESM2",1908,-0.102099885132086
"CESM2",1909,-0.0974343170905369
"CESM2",1910,-0.0917964626875879
"CESM2",1911,-0.085243704089921
"CESM2",1912,-0.0778428090873329
"CESM2",1913,-0.0696692707046823
"CESM2",1914,-0.0608065660472778
"CESM2",1915,-0.0513453420069015
"CESM2",1916,-0.0413825361174926
"CESM2",1917,-0.0310204414224845
"CESM2",1918,-0.0203657246949742
"CESM2",1919,-0.00952840773431826
"CESM2",1920,0.00137917825776418
"CESM2",1921,0.0122434550398041
"CESM2",1922,0.0229506661763904
"CESM2",1923,0.0333879421412203
"CESM2",1924,0.0434443515832094
"CESM2",1925,0.0530119288934681
"CESM2",1926,0.0619866685393171
"CESM2",1927,0.0702694770526902
"CESM2",1928,0.0777670740682637
"CESM2",1929,0.0843928343957967
"CESM2",1930,0.0900675637748486
"CESM2",1931,0.0947202016894416
"CESM2",1932,0.0982884454093005
"CESM2",1933,0.100719290261621
"CESM2",1934,0.101969482016298
"CESM2",1935,0.102005878176532
"CESM2",1936,0.100805715897423
"CESM2",1937,0.0983567851972194
"CESM2",1938,0.0946575070686129
"CESM2",1939,0.0897169170330598
"CESM2",1940,0.0835545555975017
"CESM2",1941,0.0762002679627859
"CESM2",1942,0.0676939161861967
"CESM2",1943,0.0580850078097035
"CESM2",1944,0.0474322457212987
"CESM2",1945,0.0358030047134358
"CESM2",1946,0.0232727408331542
"CESM2",1947,0.00992434017606683
"CESM2",1948,-0.0041525857412874
"CESM2",1949,-0.0188624504964466
"CESM2",1950,-0.0341044813118982
"CESM2",1951,-0.0497735375594286
"CESM2",1952,-0.0657609509931347
"CESM2",1953,-0.081955379428954
"CESM2",1954,-0.0982436656205921
"CESM2",1955,-0.114511693196657
"CESM2",1956,-0.130645231722934
"CESM2",1957,-0.146530763230751
"CESM2",1958,-0.162056282905128
"CESM2",1959,-0.177112067048545
"CESM2",1960,-0.191591401922794
"CESM2",1961,-0.205391267615612
"CESM2",1962,-0.218412971674219
"CESM2",1963,-0.230562727886934
"CESM2",1964,-0.241752176268842
"CESM2",1965,-0.251898841010458
"CESM2",1966,-0.260926523870747
"CESM2",1967,-0.268765631229914
"CESM2",1968,-0.275353433754162
"CESM2",1969,-0.280634258356699
"CESM2",1970,-0.284559612857509
"CESM2",1971,-0.287088244442247
"CESM2",1972,-0.288186133689561
"CESM2",1973,-0.287826426569605
"CESM2",1974,-0.285989307408361
"CESM2",1975,-0.282661816355847
"CESM2",1976,-0.277837615387011
"CESM2",1977,-0.271516707296402
"CESM2",1978,-0.263705112519145
"CESM2",1979,-0.254414508916596
"CESM2",1980,-0.243661839904376
"CESM2",1981,-0.231468896470921
"CESM2",1982,-0.217861878736107
"CESM2",1983,-0.202870942731615
"CESM2",1984,-0.186529738048898
"CESM2",1985,-0.168874941898304
"CESM2",1986,-0.149945794956945
"CESM2",1987,-0.129783644155793
"CESM2",1988,-0.108431497273603
"CESM2",1989,-0.0859335938690906
"CESM2",1990,-0.0623349967004696
"CESM2",1991,-0.0376812073571196
"CESM2",1992,-0.0120178093683335
"CESM2",1993,0.0146098584344405
"CESM2",1994,0.0421569960370242
"CESM2",1995,0.0705796021055391
"CESM2",1996,0.0998346983910754
"CESM2",1997,0.12988051801105
"CESM2",1998,0.160676657475654
"CESM2",1999,0.192184192847835
"CESM2",2000,0.224365760928334
"CESM2",2001,0.257185606835173
"CESM2",2002,0.290609599794935
"CESM2",2003,0.324605219375357
"CESM2",2004,0.359141514760575
"CESM2",2005,0.394189039997271
"CESM2",2006,0.429719768418455
"CESM2",2007,0.465706989678638
"CESM2",2008,0.502125193007063
"CESM2",2009,0.538949940403341
"CESM2",2010,0.576157733560989
"CESM2",2011,0.613725878308077
